"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable perCapita DCID","Variable perCapita observation date","Variable perCapita observation metadata importName","Variable perCapita observation metadata provenanceUrl","Variable perCapita observation metadata scalingFactor","Variable perCapita observation metadata unit","Variable perCapita observation metadata unitDisplayName","Variable perCapita observation value","Variable perCapita perCapitaValue","Variable perCapita properties name","Variable properties name"
"geoId/01033","","Colbert County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",2796.57,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",54970,0.0508744769874477,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01035","","Conecuh County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",607.43,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",12264,0.0495295172863666,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01037","","Coosa County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",599.99,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10619,0.05650155381862699,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01039","","Covington County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1719.51,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",36993,0.04648203714216203,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01041","","Crenshaw County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",368.4,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",13855,0.026589678816311798,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01043","","Cullman County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4639.66,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",83300,0.05569819927971188,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01045","","Dale County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1926.8,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",49268,0.039108549159697976,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01047","","Dallas County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",859.78,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",38270,0.022466161484191272,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01049","","DeKalb County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4859.02,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",71430,0.06802491950160998,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01051","","Elmore County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",2109.55,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",81189,0.025983199694539903,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01053","","Escambia County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1778.04,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",36515,0.04869341366561687,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01055","","Etowah County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",7130.6,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",102766,0.06938676215869062,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01057","","Fayette County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1335.72,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",16451,0.08119384839827366,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01059","","Franklin County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1977.59,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",31495,0.0627906016828068,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01061","","Geneva County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1069.76,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",26296,0.04068147246729541,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01063","","Greene County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",297.61,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",8212,0.036240867023867515,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01065","","Hale County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",391.32,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",14773,0.02648886482095715,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01067","","Henry County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",662.72,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",17100,0.03875555555555556,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01069","","Houston County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",3894.51,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",104943,0.03711071724650525,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01071","","Jackson County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",2583.34,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",51649,0.05001723169858081,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01073","","Jefferson County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",31416.41,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",659672,0.04762428904061412,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01075","","Lamar County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1128.3,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",13878,0.0813013402507566,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01077","","Lauderdale County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4767.98,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",92733,0.05141621644937616,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01079","","Lawrence County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1766.59,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",32905,0.05368758547333232,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01081","","Lee County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",3426.73,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",164206,0.02086848227226776,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01083","","Limestone County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4151.54,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",96199,0.04315575005977193,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01085","","Lowndes County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",278.23,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9969,0.027909519510482497,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01087","","Macon County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",560.22,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",18320,0.030579694323144106,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01089","","Madison County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",20303.86,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",367386,0.05526574229829117,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01091","","Marengo County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",412.58,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",19093,0.021608966636987376,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01093","","Marion County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",2384.39,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",29776,0.08007757925846319,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01095","","Marshall County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",5945.23,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",96230,0.0617814610828224,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01097","","Mobile County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",18905.65,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",414275,0.045635507814857285,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01099","","Monroe County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1048.11,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",21035,0.0498269550748752,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01101","","Montgomery County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",5388.92,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",226631,0.023778388658215337,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01103","","Morgan County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",6112.21,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",119216,0.05127004764461146,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01105","","Perry County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",210.04,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9049,0.02321140457509117,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01107","","Pickens County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",717.51,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",19949,0.03596721640182465,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01109","","Pike County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",871.53,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",33390,0.026101527403414194,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01111","","Randolph County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1195.24,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",22742,0.052556503385805996,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01113","","Russell County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1293.63,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",57933,0.022329760240277562,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01115","","St. Clair County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4347.01,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",88842,0.04892967290245605,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01117","","Shelby County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",9943.04,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",215877,0.04605882053206224,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01119","","Sumter County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",482.83,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",12661,0.03813521838717321,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01121","","Talladega County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4150.24,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",80219,0.0517363716825191,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01123","","Tallapoosa County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1784.32,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",40550,0.04400295930949445,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01125","","Tuscaloosa County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",7007.52,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",208607,0.03359196958874822,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01127","","Walker County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",4936.64,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",63701,0.07749705656112149,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01129","","Washington County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",821.88,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",16336,0.050310969637610184,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01131","","Wilcox County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",245.97,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10592,0.023222243202416917,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/01133","","Winston County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1885.88,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",23690,0.07960658505698608,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/02013","","Aleutians East Borough","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",174.17,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",3391,0.05136242996166322,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
